Title,Category,Type,Release Year,Added Year,Duration (Minutes/Episodes),IMDB Rating,Director,Country,Platform
Pulp Fiction 10,Fantasy,Movie,2018,2024,73,9.2,Christopher Nolan,Spain,HBO Max
Breaking Bad 9,Sci-Fi,Movie,1975,1993,168,5.1,J.J. Abrams,Japan,Disney+
Stranger Things 1,Fantasy,Movie,1992,2000,179,5.4,Quentin Tarantino,South Korea,Disney+
Game of Thrones 3,Horror,Movie,2010,2012,161,5.5,David Fincher,Japan,Netflix
Narcos 4,Mystery,TV Show,1978,1998,70,9.3,Ridley Scott,USA,HBO Max
Pulp Fiction 4,Fantasy,Movie,2008,2013,131,5,James Cameron,South Korea,HBO Max
Inception 2,Comedy,TV Show,2024,2025,80,5.8,Quentin Tarantino,Japan,Apple TV+
Interstellar 2,Crime,TV Show,2012,2025,70,9,Christopher Nolan,UK,Disney+
Titanic 9,Sci-Fi,TV Show,2021,2025,70,4.2,Ridley Scott,USA,Apple TV+
Stranger Things 3,Thriller,TV Show,1990,2016,20,6.3,Ridley Scott,India,Hulu
The Mandalorian 6,Mystery,Movie,1973,2004,110,4.3,Martin Scorsese,Germany,Netflix
Game of Thrones 5,Action,TV Show,1973,1987,90,5.1,Steven Spielberg,Canada,Amazon Prime
Interstellar 7,Fantasy,TV Show,2019,2022,20,4.9,Francis Ford Coppola,Canada,Amazon Prime
Sherlock 3,Mystery,Movie,2004,2016,72,4.2,Christopher Nolan,UK,HBO Max
Breaking Bad 9,Fantasy,TV Show,1978,2013,40,5.5,Francis Ford Coppola,Canada,Amazon Prime
Titanic 2,Horror,Movie,1973,2022,84,8.4,Christopher Nolan,USA,Amazon Prime
The Godfather 9,Sci-Fi,Movie,2006,2022,138,9.4,Ridley Scott,UK,Apple TV+
Money Heist 6,Comedy,TV Show,1987,2023,90,7.6,Steven Spielberg,Canada,Disney+
Sherlock 7,Action,TV Show,1983,2019,50,7.7,Francis Ford Coppola,India,Hulu
Friends 6,Crime,TV Show,2003,2020,10,6.1,Steven Spielberg,South Korea,Hulu
The Boys 10,Sci-Fi,TV Show,1971,2021,10,5.7,James Cameron,India,Netflix
Fight Club 4,Crime,Movie,2003,2025,130,9.2,Christopher Nolan,France,HBO Max
The Witcher 4,Sci-Fi,TV Show,2000,2015,70,5.6,J.J. Abrams,France,Apple TV+
The Boys 7,Horror,Movie,2007,2020,132,8.4,Christopher Nolan,UK,Apple TV+
Westworld 4,Mystery,TV Show,1970,1972,40,4.3,Martin Scorsese,USA,Apple TV+
The Boys 6,Fantasy,Movie,2007,2007,108,6.4,Christopher Nolan,Germany,Hulu
The Mandalorian 3,Comedy,Movie,2024,2025,133,8.4,Denis Villeneuve,Australia,Netflix
The Crown 8,Fantasy,Movie,1995,2006,93,5.9,Denis Villeneuve,UK,Apple TV+
The Mandalorian 3,Comedy,Movie,2005,2019,66,7.1,Steven Spielberg,France,HBO Max
Squid Game 3,Drama,TV Show,2004,2021,60,9.2,Steven Spielberg,Japan,Apple TV+
The Crown 5,Action,TV Show,1981,1996,40,6.6,J.J. Abrams,Germany,HBO Max
Squid Game 6,Thriller,TV Show,2004,2021,60,8.4,James Cameron,UK,Amazon Prime
Stranger Things 4,Horror,TV Show,1989,2024,90,6.4,David Fincher,Canada,Hulu
Sherlock 8,Fantasy,TV Show,2022,2024,70,6.3,Quentin Tarantino,South Korea,HBO Max
The Crown 1,Action,TV Show,2000,2006,90,5.6,Steven Spielberg,Spain,HBO Max
The Boys 6,Romance,Movie,1971,1997,95,8.6,Steven Spielberg,Japan,Amazon Prime
Avengers: Endgame 3,Horror,Movie,1973,1980,142,7.3,David Fincher,Canada,Hulu
Westworld 5,Action,TV Show,1972,2003,50,4.4,J.J. Abrams,India,HBO Max
Westworld 9,Thriller,Movie,1980,2000,105,4.8,Steven Spielberg,India,Apple TV+
Money Heist 9,Romance,Movie,1970,1996,114,9,Christopher Nolan,Germany,Apple TV+
Money Heist 8,Horror,Movie,2011,2017,171,9.3,Steven Spielberg,UK,Netflix
Breaking Bad 6,Comedy,TV Show,2019,2023,30,6.3,Christopher Nolan,France,HBO Max
Fight Club 10,Romance,TV Show,1978,1995,80,4.8,James Cameron,Japan,Hulu
Pulp Fiction 8,Fantasy,TV Show,2019,2022,60,4.4,J.J. Abrams,Canada,Apple TV+
Stranger Things 4,Drama,TV Show,1987,1988,100,8.2,Denis Villeneuve,South Korea,Amazon Prime
The Dark Knight 3,Sci-Fi,Movie,2009,2022,60,8.6,Quentin Tarantino,France,Hulu
The Boys 9,Horror,TV Show,1988,2022,100,8.3,J.J. Abrams,Spain,Disney+
The Office 4,Crime,Movie,1970,2013,107,8.3,J.J. Abrams,Canada,Hulu
Friends 1,Comedy,Movie,1999,2025,179,8.9,Martin Scorsese,Australia,Hulu
Stranger Things 6,Fantasy,Movie,2002,2020,90,7.6,Francis Ford Coppola,India,Hulu
Westworld 6,Thriller,TV Show,2020,2021,50,4.2,Christopher Nolan,South Korea,Hulu
The Crown 9,Comedy,Movie,1992,2001,84,4.9,Steven Spielberg,South Korea,Amazon Prime
Fight Club 2,Thriller,TV Show,2004,2006,50,6.3,James Cameron,Spain,Disney+
Interstellar 5,Romance,TV Show,1975,2021,30,5.6,Ridley Scott,Australia,Disney+
Westworld 4,Romance,Movie,1976,2019,93,4.2,James Cameron,Australia,Disney+
Squid Game 2,Action,TV Show,2004,2016,70,6.3,Christopher Nolan,France,Amazon Prime
Interstellar 4,Sci-Fi,TV Show,2002,2005,40,7.9,David Fincher,France,Apple TV+
Gladiator 6,Mystery,TV Show,1995,2012,90,7.7,Francis Ford Coppola,South Korea,Netflix
Squid Game 4,Romance,TV Show,1998,2005,80,8.5,Steven Spielberg,Australia,Netflix
The Witcher 10,Romance,TV Show,2003,2019,90,7,Ridley Scott,Canada,Hulu
Friends 2,Horror,Movie,1976,2007,119,8.6,Denis Villeneuve,Germany,Amazon Prime
Money Heist 6,Horror,TV Show,1997,2014,30,4.8,Francis Ford Coppola,Germany,Apple TV+
The Mandalorian 2,Drama,Movie,1972,2005,148,9.2,Quentin Tarantino,Germany,Disney+
Interstellar 4,Crime,TV Show,1975,1989,50,4.4,Ridley Scott,USA,Amazon Prime
Sherlock 3,Action,TV Show,1982,2017,10,7.8,J.J. Abrams,USA,Hulu
Chernobyl 6,Action,TV Show,1971,2001,70,4,Ridley Scott,France,Netflix
Fight Club 9,Horror,Movie,1979,1992,87,7.5,James Cameron,USA,Hulu
Game of Thrones 7,Thriller,Movie,2007,2013,142,6.5,Steven Spielberg,Spain,Netflix
Stranger Things 9,Comedy,Movie,1984,2024,84,9.3,Ridley Scott,UK,Netflix
Narcos 2,Crime,Movie,2014,2020,75,6.5,Francis Ford Coppola,UK,Hulu
The Godfather 10,Crime,TV Show,2023,2025,30,5.1,Denis Villeneuve,Japan,Disney+
Stranger Things 8,Romance,Movie,2024,2025,146,8.2,Christopher Nolan,India,Amazon Prime
The Godfather 4,Sci-Fi,Movie,1983,2003,78,6.2,J.J. Abrams,France,Apple TV+
Black Mirror 8,Mystery,TV Show,2023,2023,40,4.2,J.J. Abrams,Australia,Hulu
Fight Club 9,Horror,TV Show,1996,2020,100,4.5,Martin Scorsese,USA,HBO Max
Narcos 7,Horror,Movie,2022,2024,137,8.6,Martin Scorsese,Spain,Apple TV+
House of Cards 3,Fantasy,Movie,1988,1995,180,9.3,David Fincher,South Korea,Hulu
The Witcher 8,Romance,TV Show,1991,1999,100,5.1,David Fincher,Spain,Apple TV+
Game of Thrones 4,Thriller,TV Show,1976,1984,20,8,James Cameron,South Korea,Disney+
Game of Thrones 6,Horror,TV Show,1976,1979,50,5.4,Francis Ford Coppola,South Korea,Hulu
The Office 1,Mystery,Movie,1980,1981,153,4.9,Christopher Nolan,UK,Amazon Prime
The Crown 3,Sci-Fi,Movie,1995,2019,170,9,Quentin Tarantino,Japan,Netflix
The Boys 9,Crime,Movie,1986,2015,170,7,David Fincher,Japan,Apple TV+
The Crown 9,Action,TV Show,1994,1997,50,6.6,David Fincher,Canada,HBO Max
Inception 6,Crime,Movie,1994,2019,171,6.5,David Fincher,Canada,Disney+
The Mandalorian 4,Drama,TV Show,2024,2025,10,7.2,James Cameron,UK,Netflix
Westworld 8,Action,Movie,2005,2019,100,5.8,Christopher Nolan,Canada,Netflix
The Office 3,Romance,TV Show,1995,2021,50,6.1,Martin Scorsese,Canada,Amazon Prime
Narcos 9,Horror,TV Show,1985,2006,30,6.6,Quentin Tarantino,Japan,Amazon Prime
Stranger Things 2,Fantasy,TV Show,1980,2012,40,8.3,Ridley Scott,India,Disney+
Squid Game 6,Sci-Fi,TV Show,2021,2021,40,9.2,Denis Villeneuve,France,Amazon Prime
Chernobyl 3,Thriller,Movie,2007,2017,162,4.7,Quentin Tarantino,South Korea,Amazon Prime
Squid Game 8,Fantasy,TV Show,1972,1990,20,4.3,Ridley Scott,Australia,Apple TV+
Chernobyl 4,Mystery,TV Show,1989,2007,100,5.5,Denis Villeneuve,UK,Hulu
Black Mirror 2,Drama,TV Show,2008,2021,50,9.3,Martin Scorsese,USA,Disney+
Pulp Fiction 10,Drama,Movie,1977,2016,147,8.2,J.J. Abrams,USA,Disney+
Game of Thrones 8,Crime,Movie,1970,1999,161,6.8,Denis Villeneuve,UK,Disney+
Fight Club 6,Action,Movie,1990,1997,115,7.8,Christopher Nolan,France,Apple TV+
Inception 8,Action,Movie,2014,2017,112,8.8,David Fincher,USA,HBO Max
Titanic 9,Comedy,Movie,2019,2022,133,5.2,Martin Scorsese,UK,Disney+
The Crown 8,Crime,TV Show,2005,2006,60,4.1,Quentin Tarantino,Canada,Netflix
Inception 6,Crime,Movie,2017,2017,79,7.9,Quentin Tarantino,India,Hulu
Avengers: Endgame 3,Sci-Fi,TV Show,2011,2024,80,8.5,Christopher Nolan,France,Disney+
Inception 5,Drama,TV Show,2017,2018,20,6.6,Martin Scorsese,Germany,Amazon Prime
The Boys 9,Romance,Movie,2009,2010,159,8.7,James Cameron,Spain,Amazon Prime
Fight Club 8,Action,TV Show,1986,2020,80,8.4,David Fincher,Australia,Amazon Prime
Game of Thrones 9,Drama,TV Show,1972,2025,70,4.5,Christopher Nolan,Australia,Netflix
Money Heist 2,Mystery,TV Show,2002,2025,10,7,Quentin Tarantino,Germany,Apple TV+
The Office 10,Comedy,Movie,2004,2011,79,9.1,Francis Ford Coppola,Germany,Hulu
Inception 8,Thriller,TV Show,1984,2014,70,5.6,Steven Spielberg,Japan,Apple TV+
The Dark Knight 1,Horror,TV Show,1990,2016,80,7.9,Christopher Nolan,France,Netflix
Game of Thrones 10,Drama,Movie,1975,1975,122,4.8,J.J. Abrams,USA,Disney+
Game of Thrones 4,Thriller,TV Show,1998,2006,60,8.4,Quentin Tarantino,South Korea,Apple TV+
Black Mirror 4,Thriller,TV Show,1991,2025,50,5.5,Francis Ford Coppola,Spain,HBO Max
House of Cards 9,Sci-Fi,Movie,2017,2020,63,9.1,Francis Ford Coppola,Australia,Hulu
Stranger Things 9,Drama,TV Show,2015,2017,80,4.1,Ridley Scott,Spain,Netflix
Stranger Things 7,Action,Movie,1977,2013,149,4.6,Christopher Nolan,India,Apple TV+
Interstellar 4,Fantasy,Movie,1977,2005,158,7.1,James Cameron,France,Apple TV+
Breaking Bad 2,Crime,Movie,2005,2010,118,4.9,Denis Villeneuve,Canada,Amazon Prime
Fight Club 5,Drama,Movie,1989,1992,121,5.8,Ridley Scott,Germany,Hulu
Fight Club 8,Mystery,Movie,1990,1996,178,6.8,Martin Scorsese,USA,Apple TV+
Inception 4,Fantasy,TV Show,1972,2012,90,4.5,J.J. Abrams,France,Netflix
Squid Game 8,Drama,Movie,1970,2017,175,8,David Fincher,Japan,Apple TV+
The Crown 8,Comedy,Movie,1988,2014,152,5.5,Martin Scorsese,USA,Apple TV+
Sherlock 9,Comedy,Movie,1982,2013,173,4.4,Francis Ford Coppola,India,Hulu
House of Cards 4,Action,Movie,2017,2021,176,8.1,Christopher Nolan,Australia,Disney+
Gladiator 2,Drama,TV Show,2009,2010,100,4.1,Christopher Nolan,Canada,Disney+
Breaking Bad 3,Crime,Movie,1995,2019,146,6.1,David Fincher,Canada,Netflix
The Boys 10,Mystery,TV Show,2008,2012,90,8.5,Steven Spielberg,Germany,Apple TV+
Narcos 1,Horror,Movie,2000,2001,112,4.7,Martin Scorsese,Germany,Amazon Prime
Sherlock 5,Action,Movie,1992,2025,150,8.6,Steven Spielberg,Spain,Amazon Prime
The Crown 5,Fantasy,TV Show,2024,2024,60,4.4,Ridley Scott,Australia,Netflix
Narcos 2,Crime,TV Show,2024,2024,100,5.8,Quentin Tarantino,Spain,Apple TV+
The Office 8,Drama,Movie,1972,1995,178,8.3,Quentin Tarantino,Australia,Apple TV+
Black Mirror 2,Drama,Movie,1985,1986,125,5.5,Martin Scorsese,Japan,HBO Max
Stranger Things 7,Crime,TV Show,2016,2018,10,8.6,Martin Scorsese,USA,Hulu
The Mandalorian 4,Romance,TV Show,2020,2022,50,7.4,Quentin Tarantino,UK,Netflix
Stranger Things 9,Sci-Fi,Movie,1994,2025,74,4.7,Christopher Nolan,South Korea,Netflix
Gladiator 4,Thriller,TV Show,1976,2023,40,7.4,J.J. Abrams,Japan,Hulu
Interstellar 2,Romance,TV Show,1994,1994,10,8.8,Steven Spielberg,Germany,Disney+
Breaking Bad 9,Romance,Movie,2011,2018,153,9.4,Francis Ford Coppola,South Korea,Apple TV+
Narcos 2,Thriller,TV Show,1976,2020,100,6.6,Steven Spielberg,USA,Apple TV+
The Godfather 3,Action,TV Show,1981,1983,10,9.1,David Fincher,Canada,Netflix
Avengers: Endgame 10,Sci-Fi,TV Show,2022,2024,40,6.8,Ridley Scott,UK,Apple TV+
Gladiator 9,Fantasy,TV Show,1985,2019,60,4.6,Francis Ford Coppola,France,Disney+
The Godfather 8,Romance,TV Show,1998,2023,70,6.7,Francis Ford Coppola,UK,Disney+
The Office 7,Sci-Fi,TV Show,1971,1980,50,8.1,Martin Scorsese,Canada,Hulu
Narcos 4,Romance,Movie,1990,2002,89,4.2,Steven Spielberg,UK,Apple TV+
The Boys 4,Comedy,TV Show,1973,2008,10,4.2,Martin Scorsese,Spain,Apple TV+
Squid Game 2,Comedy,Movie,1976,2020,136,8.7,J.J. Abrams,Germany,Apple TV+
The Witcher 5,Sci-Fi,Movie,1976,1992,107,7.9,Martin Scorsese,Germany,Hulu
Stranger Things 8,Thriller,TV Show,1975,1987,20,9.4,Quentin Tarantino,Japan,Apple TV+
Squid Game 7,Comedy,Movie,1988,1994,164,8.4,James Cameron,UK,Disney+
Pulp Fiction 9,Crime,TV Show,2013,2020,10,7.4,J.J. Abrams,Japan,Amazon Prime
Fight Club 9,Fantasy,TV Show,2024,2024,90,8.4,Denis Villeneuve,UK,Disney+
Avengers: Endgame 1,Drama,TV Show,2001,2013,30,8.1,James Cameron,Australia,Disney+
Friends 8,Thriller,TV Show,1985,2016,30,9.2,Christopher Nolan,France,Netflix
Stranger Things 3,Mystery,TV Show,2000,2021,80,7.1,Denis Villeneuve,UK,Netflix
Black Mirror 5,Romance,TV Show,1972,1987,100,8.1,David Fincher,Spain,Disney+
The Crown 9,Fantasy,TV Show,1997,2025,10,9.2,Martin Scorsese,UK,Apple TV+
Pulp Fiction 6,Fantasy,TV Show,1977,2002,40,7.4,James Cameron,USA,Netflix
Squid Game 5,Crime,TV Show,1993,2017,20,8.9,Steven Spielberg,France,Amazon Prime
Black Mirror 1,Crime,Movie,1970,2001,121,4.1,Denis Villeneuve,Spain,Disney+
Narcos 2,Mystery,TV Show,2022,2025,80,4.5,Ridley Scott,India,Amazon Prime
Money Heist 9,Fantasy,TV Show,1987,1994,90,5.7,Francis Ford Coppola,India,Disney+
The Boys 1,Action,Movie,2010,2010,121,6.3,Ridley Scott,France,Hulu
Stranger Things 3,Mystery,Movie,2009,2022,162,6.2,David Fincher,South Korea,Netflix
Black Mirror 9,Comedy,Movie,2016,2023,65,4.1,David Fincher,India,Hulu
Chernobyl 7,Crime,TV Show,1973,2004,100,6.7,Denis Villeneuve,Australia,Apple TV+
The Dark Knight 1,Drama,TV Show,1982,2008,60,6.4,J.J. Abrams,Spain,Disney+
Fight Club 3,Sci-Fi,Movie,2006,2012,124,8.8,Francis Ford Coppola,USA,Netflix
Interstellar 6,Drama,Movie,1983,2011,130,5.6,Ridley Scott,USA,Apple TV+
Gladiator 6,Romance,TV Show,1989,1991,50,6.7,Denis Villeneuve,Canada,Amazon Prime
The Witcher 10,Romance,Movie,1995,2007,71,7.8,Steven Spielberg,South Korea,Hulu
Pulp Fiction 1,Fantasy,Movie,1993,2018,133,4,David Fincher,Spain,Hulu
Westworld 1,Crime,Movie,1992,2017,128,9.2,Quentin Tarantino,South Korea,Amazon Prime
The Crown 8,Comedy,Movie,2015,2024,85,8.8,David Fincher,India,Disney+
Game of Thrones 2,Comedy,Movie,1990,2000,79,7.9,J.J. Abrams,Australia,Disney+
Interstellar 8,Comedy,Movie,1999,2016,113,5.6,Martin Scorsese,Spain,Amazon Prime
Fight Club 4,Drama,TV Show,2000,2023,50,8.6,Steven Spielberg,South Korea,Hulu
Narcos 6,Romance,Movie,2018,2018,166,7.4,Francis Ford Coppola,France,Disney+
The Crown 1,Sci-Fi,Movie,1972,1986,146,5.1,James Cameron,Canada,HBO Max
Game of Thrones 4,Fantasy,TV Show,1982,1985,100,5.8,Ridley Scott,Australia,Netflix
Friends 10,Drama,Movie,2000,2009,175,8.5,Quentin Tarantino,France,Hulu
Inception 7,Romance,Movie,1990,2012,170,7.4,James Cameron,USA,Disney+
The Mandalorian 7,Comedy,TV Show,2010,2021,80,6.6,Christopher Nolan,UK,HBO Max
Westworld 8,Comedy,Movie,1990,2016,178,4.7,Steven Spielberg,Spain,Hulu
Avengers: Endgame 7,Mystery,Movie,2004,2024,177,7.8,Martin Scorsese,Australia,Disney+
Narcos 2,Action,Movie,1992,2014,101,9.2,Francis Ford Coppola,UK,Apple TV+
Gladiator 7,Comedy,TV Show,1992,2010,100,7.9,Francis Ford Coppola,Canada,Hulu
The Dark Knight 1,Drama,TV Show,1995,2012,100,7.4,James Cameron,India,Amazon Prime
Squid Game 2,Thriller,Movie,2006,2008,130,4.4,Francis Ford Coppola,UK,Hulu
Friends 4,Crime,Movie,1971,2007,109,5.4,Denis Villeneuve,Germany,HBO Max
Westworld 8,Fantasy,TV Show,1992,2017,60,8.9,James Cameron,USA,HBO Max
Narcos 4,Mystery,TV Show,1972,2015,100,4.1,J.J. Abrams,USA,Apple TV+
Gladiator 7,Drama,Movie,1993,2007,165,4.9,J.J. Abrams,India,Apple TV+
The Crown 4,Comedy,Movie,2011,2025,76,6.8,Christopher Nolan,Spain,Apple TV+
Gladiator 4,Action,Movie,1979,2007,155,8.1,Steven Spielberg,Germany,HBO Max
Inception 1,Fantasy,TV Show,2007,2011,20,7.3,David Fincher,Spain,Disney+
Pulp Fiction 4,Action,Movie,2020,2021,165,5,Christopher Nolan,India,Netflix
Breaking Bad 4,Mystery,Movie,2007,2015,171,5.8,James Cameron,Canada,Netflix
Westworld 6,Romance,Movie,1991,2018,128,5.7,Denis Villeneuve,Germany,Netflix
Inception 3,Romance,Movie,1974,2010,61,8.7,Francis Ford Coppola,Germany,Disney+
Money Heist 2,Thriller,TV Show,1993,2011,10,7.2,Steven Spielberg,UK,Hulu
Money Heist 1,Sci-Fi,Movie,1983,1990,165,5.3,Francis Ford Coppola,USA,Amazon Prime
Pulp Fiction 3,Thriller,TV Show,1990,2003,20,9.2,Ridley Scott,UK,Netflix
Pulp Fiction 2,Mystery,Movie,2014,2024,71,5.6,Christopher Nolan,Spain,Apple TV+
The Godfather 9,Thriller,TV Show,1977,1988,40,6.4,Denis Villeneuve,India,Netflix
House of Cards 9,Sci-Fi,TV Show,2002,2024,50,6.9,Christopher Nolan,South Korea,Apple TV+
House of Cards 2,Horror,Movie,2012,2021,177,8.3,J.J. Abrams,Japan,Amazon Prime
Friends 3,Action,TV Show,1998,2019,20,9.3,Ridley Scott,South Korea,Disney+
Interstellar 9,Fantasy,Movie,1982,1983,180,7.6,James Cameron,Australia,Hulu
Black Mirror 10,Drama,Movie,1981,2022,136,9.4,Denis Villeneuve,South Korea,Disney+
Inception 10,Crime,Movie,1987,2021,132,4.7,Ridley Scott,UK,Amazon Prime
Breaking Bad 4,Fantasy,Movie,1971,2002,94,8.9,Francis Ford Coppola,Spain,Apple TV+
Inception 4,Thriller,Movie,1987,2004,76,5.5,J.J. Abrams,Australia,Disney+
Money Heist 2,Fantasy,TV Show,2004,2009,70,6.3,Francis Ford Coppola,UK,Amazon Prime
Titanic 8,Sci-Fi,Movie,1978,2016,115,6.7,Denis Villeneuve,India,Disney+
Westworld 10,Horror,TV Show,2013,2024,60,5.9,David Fincher,India,Amazon Prime
House of Cards 10,Horror,Movie,1997,2015,126,8,Martin Scorsese,Germany,Apple TV+
Avengers: Endgame 4,Drama,TV Show,1980,1995,30,8.8,David Fincher,Canada,Hulu
Squid Game 7,Horror,TV Show,1979,2025,100,5.6,J.J. Abrams,Australia,Apple TV+
Breaking Bad 1,Mystery,Movie,1997,2004,149,4.5,David Fincher,South Korea,Disney+
Gladiator 5,Mystery,Movie,1974,1976,132,5.8,Francis Ford Coppola,Canada,Apple TV+
Stranger Things 6,Comedy,TV Show,2001,2016,60,7,Ridley Scott,Canada,Netflix
House of Cards 7,Horror,Movie,2004,2018,101,4.8,James Cameron,Germany,Hulu
Sherlock 5,Horror,TV Show,2004,2009,50,8.2,Christopher Nolan,Germany,Hulu
The Boys 8,Sci-Fi,Movie,2014,2022,79,7.8,David Fincher,USA,Netflix
Sherlock 1,Horror,TV Show,1980,1992,80,4.3,David Fincher,Australia,Amazon Prime
The Dark Knight 6,Mystery,Movie,2019,2019,96,5.4,David Fincher,Canada,Amazon Prime
Squid Game 8,Sci-Fi,Movie,1986,2007,121,5,Francis Ford Coppola,Canada,Hulu
Fight Club 6,Romance,Movie,2012,2023,122,9.1,Ridley Scott,Canada,HBO Max
Westworld 3,Comedy,Movie,1981,2024,175,4.8,Martin Scorsese,Germany,Hulu
Interstellar 8,Thriller,TV Show,2017,2022,80,9.1,Quentin Tarantino,South Korea,Apple TV+
Squid Game 4,Romance,Movie,2005,2014,71,8.4,Quentin Tarantino,Spain,Netflix
Titanic 7,Crime,TV Show,2008,2022,30,8,Denis Villeneuve,Germany,Disney+
Westworld 4,Horror,TV Show,2017,2025,50,8.8,Denis Villeneuve,Australia,HBO Max
Chernobyl 5,Horror,Movie,1983,2022,88,7.5,Martin Scorsese,UK,Netflix
Inception 9,Fantasy,TV Show,1977,1999,20,8.6,Ridley Scott,France,Disney+
Breaking Bad 4,Fantasy,Movie,2021,2025,161,8.4,J.J. Abrams,Japan,Netflix
Inception 8,Comedy,TV Show,2008,2019,40,5.1,Denis Villeneuve,Spain,Hulu
The Witcher 6,Crime,Movie,2017,2021,65,7.3,Denis Villeneuve,Spain,Amazon Prime
Black Mirror 2,Romance,Movie,1988,1994,103,7.6,Denis Villeneuve,USA,Disney+
Pulp Fiction 9,Drama,TV Show,1983,1996,40,7.4,Francis Ford Coppola,Spain,Netflix
Game of Thrones 2,Thriller,Movie,1998,2002,163,4,J.J. Abrams,France,Disney+
Pulp Fiction 6,Romance,Movie,1976,1998,97,5.9,Christopher Nolan,Japan,HBO Max
The Godfather 8,Crime,Movie,1975,2024,110,7.4,J.J. Abrams,France,Apple TV+
The Dark Knight 1,Horror,Movie,2006,2018,86,5.1,Quentin Tarantino,India,Amazon Prime
Chernobyl 6,Comedy,Movie,1994,2019,68,6.8,Ridley Scott,France,Apple TV+
Narcos 7,Crime,Movie,2019,2022,166,5.1,J.J. Abrams,USA,Apple TV+
The Office 8,Horror,TV Show,1985,2017,60,8.4,Quentin Tarantino,Japan,Apple TV+
The Mandalorian 1,Horror,TV Show,2006,2012,30,7,Denis Villeneuve,Spain,Hulu
The Crown 10,Mystery,Movie,1997,2001,60,8.1,Quentin Tarantino,France,Hulu
The Godfather 3,Horror,TV Show,1993,2014,70,8,Martin Scorsese,Australia,HBO Max
House of Cards 4,Romance,Movie,2006,2011,138,7.2,James Cameron,France,Hulu
Gladiator 6,Sci-Fi,TV Show,1981,2001,70,7.9,James Cameron,South Korea,Disney+
The Boys 5,Action,TV Show,1976,2018,50,8.9,Martin Scorsese,India,Netflix
The Boys 3,Fantasy,TV Show,1986,2019,20,7.6,Denis Villeneuve,USA,Netflix
Gladiator 4,Mystery,Movie,1991,2010,75,6.9,James Cameron,UK,Hulu
Game of Thrones 9,Comedy,Movie,2018,2021,79,5,J.J. Abrams,USA,Amazon Prime
Sherlock 4,Fantasy,TV Show,1989,1994,90,5.1,James Cameron,Japan,Amazon Prime
Narcos 5,Mystery,TV Show,2024,2024,20,7.7,Quentin Tarantino,Japan,HBO Max
Breaking Bad 3,Sci-Fi,TV Show,1990,1992,70,4.6,James Cameron,Canada,Disney+
Money Heist 6,Action,TV Show,1985,1989,10,8.6,Denis Villeneuve,Canada,Disney+
Inception 7,Mystery,Movie,2010,2011,117,6.5,David Fincher,Australia,Amazon Prime
Narcos 3,Horror,Movie,1973,2019,179,7.4,Martin Scorsese,Canada,Disney+
House of Cards 4,Romance,Movie,1982,1995,172,8.5,J.J. Abrams,Germany,Netflix
House of Cards 9,Romance,TV Show,1998,2013,10,9.4,Francis Ford Coppola,UK,HBO Max
The Office 5,Mystery,TV Show,2024,2025,40,9.1,Steven Spielberg,Australia,Amazon Prime
The Godfather 7,Fantasy,TV Show,2013,2021,90,6,Martin Scorsese,Australia,Apple TV+
Narcos 1,Thriller,TV Show,1986,1992,40,5.8,J.J. Abrams,Canada,HBO Max
Squid Game 8,Fantasy,Movie,2014,2019,97,5.7,J.J. Abrams,France,Netflix
House of Cards 8,Mystery,TV Show,2019,2023,70,6.6,David Fincher,South Korea,HBO Max
Chernobyl 9,Romance,TV Show,2008,2011,40,8.4,Martin Scorsese,Canada,Disney+
The Witcher 4,Sci-Fi,Movie,1997,2018,149,5.3,Denis Villeneuve,Germany,Disney+
Inception 2,Fantasy,TV Show,2010,2011,100,6,James Cameron,India,Netflix
The Mandalorian 8,Mystery,Movie,1981,2021,137,9,James Cameron,Canada,Netflix
Friends 2,Horror,Movie,1990,2023,125,8.1,Christopher Nolan,South Korea,Hulu
Titanic 7,Crime,Movie,1986,1995,137,9.1,J.J. Abrams,Japan,Hulu
Interstellar 9,Sci-Fi,TV Show,1970,2007,80,4.5,Denis Villeneuve,Spain,Netflix
Avengers: Endgame 4,Action,TV Show,1975,1995,30,4.5,J.J. Abrams,Spain,Amazon Prime
Breaking Bad 9,Romance,Movie,2021,2025,170,7.6,Martin Scorsese,France,Apple TV+
Squid Game 4,Drama,TV Show,2008,2021,60,8.7,Martin Scorsese,Australia,Disney+
Inception 6,Drama,TV Show,1991,2002,40,5.6,Steven Spielberg,India,Disney+
The Boys 7,Crime,Movie,1983,2013,116,8.6,Francis Ford Coppola,Spain,Disney+
Narcos 3,Comedy,TV Show,1988,2005,80,5.3,Francis Ford Coppola,Spain,Netflix
Money Heist 1,Thriller,Movie,2002,2022,69,7.3,Ridley Scott,France,Amazon Prime
Westworld 10,Action,Movie,1988,2025,110,8.2,J.J. Abrams,Canada,Amazon Prime
Squid Game 7,Romance,TV Show,2018,2019,70,8.1,Quentin Tarantino,USA,Hulu
Inception 4,Fantasy,Movie,2018,2023,64,9.3,Ridley Scott,India,HBO Max
Game of Thrones 3,Comedy,Movie,1983,1988,167,5.4,James Cameron,Canada,Amazon Prime
The Dark Knight 2,Action,TV Show,2009,2012,80,7.4,Quentin Tarantino,France,HBO Max
